location,sex,age,cause,value
Belarus,Both,30 to 39,Cardiovascular diseases,17.99
Belarus,Male,30 to 39,Cardiovascular diseases,18.99
Belarus,Female,20 to 29,Cancer,20.19
Belarus,Both,20 to 29,Suicide,20.72
Belarus,Male,20 to 29,Suicide,22.97
Belarus,Female,10 to 19,Cancer,23.37
Belarus,Both,10 to 19,Unintentional injuries,23.69
Belarus,Female,30 to 39,Cancer,25.2
Belarus,Male,10 to 19,Unintentional injuries,27.04
Belarus,Both,40 to 49,Cardiovascular diseases,29.98
Belarus,Male,40 to 49,Cardiovascular diseases,31.95
Belarus,Male,0 to 9,Other non-communicable diseases,32.41
Belarus,Both,0 to 9,Other non-communicable diseases,32.7
Belarus,Female,40 to 49,Cancer,32.9
Belarus,Female,0 to 9,Other non-communicable diseases,35.17
Belarus,Female,50 to 59,Cardiovascular diseases,36.25
Belarus,Both,50 to 59,Cardiovascular diseases,40.67
Belarus,Male,50 to 59,Cardiovascular diseases,42.47
Belarus,Male,All ages,Cardiovascular diseases,54.8
Belarus,Both,60 to 69,Cardiovascular diseases,55.09
Belarus,Female,60 to 69,Cardiovascular diseases,55.12
Belarus,Male,60 to 69,Cardiovascular diseases,55.14
Belarus,Both,All ages,Cardiovascular diseases,61.87
Belarus,Male,70 to 79,Cardiovascular diseases,66.59
Belarus,Female,All ages,Cardiovascular diseases,68.76
Belarus,Both,70 to 79,Cardiovascular diseases,69.78
Belarus,Male,80 to 89,Cardiovascular diseases,72.78
Belarus,Female,70 to 79,Cardiovascular diseases,72.99
Belarus,Male,90+,Cardiovascular diseases,73.42
Belarus,Both,80 to 89,Cardiovascular diseases,76.81
Belarus,Both,90+,Cardiovascular diseases,77.04
Belarus,Female,90+,Cardiovascular diseases,78.09
Belarus,Female,80 to 89,Cardiovascular diseases,78.64
Belgium,Female,20 to 29,Suicide,25.47
Belgium,Female,10 to 19,Transport injuries,26.66
Belgium,Male,40 to 49,Cancer,27.68
Belgium,Both,30 to 39,Suicide,27.82
Belgium,Both,10 to 19,Transport injuries,29.44
Belgium,Both,All ages,Cancer,29.71
Belgium,Male,80 to 89,Cardiovascular diseases,31.69
Belgium,Female,All ages,Cardiovascular diseases,31.99
Belgium,Both,20 to 29,Suicide,32.06
Belgium,Male,30 to 39,Suicide,32.26
Belgium,Male,10 to 19,Transport injuries,32.8
Belgium,Male,All ages,Cancer,33.89
Belgium,Both,80 to 89,Cardiovascular diseases,34.12
Belgium,Male,90+,Cardiovascular diseases,34.81
Belgium,Male,20 to 29,Suicide,35.15
Belgium,Both,40 to 49,Cancer,35.46
Belgium,Female,80 to 89,Cardiovascular diseases,36.27
Belgium,Both,0 to 9,Maternal and neonatal disorders,36.89
Belgium,Female,30 to 39,Cancer,37.83
Belgium,Both,90+,Cardiovascular diseases,38.16
Belgium,Female,0 to 9,Maternal and neonatal disorders,38.33
Belgium,Male,0 to 9,Maternal and neonatal disorders,38.97
Belgium,Female,70 to 79,Cancer,39.55
Belgium,Female,90+,Cardiovascular diseases,39.7
Belgium,Both,70 to 79,Cancer,41.26
Belgium,Male,70 to 79,Cancer,42.49
Belgium,Male,50 to 59,Cancer,43.37
Belgium,Both,50 to 59,Cancer,47.78
Belgium,Male,60 to 69,Cancer,48.67
Belgium,Female,40 to 49,Cancer,48.8
Belgium,Both,60 to 69,Cancer,50.4
Belgium,Female,60 to 69,Cancer,53.52
Belgium,Female,50 to 59,Cancer,55.39
Belize,Male,40 to 49,Cardiovascular diseases,16.82
Belize,Both,40 to 49,Cancer,18.12
Belize,Female,10 to 19,Cancer,20
Belize,Female,20 to 29,HIV/AIDS and sexually transmitted infections,20
Belize,Both,30 to 39,Interpersonal violence,20.27
Belize,Male,All ages,Cardiovascular diseases,21.84
Belize,Both,All ages,Cardiovascular diseases,23.4
Belize,Both,50 to 59,Cardiovascular diseases,25.2
Belize,Male,50 to 59,Cardiovascular diseases,26
Belize,Female,All ages,Cardiovascular diseases,26.12
Belize,Male,30 to 39,Interpersonal violence,26.21
Belize,Female,30 to 39,Cancer,26.47
Belize,Both,10 to 19,Interpersonal violence,29.26
Belize,Female,50 to 59,Cancer,30.33
Belize,Both,60 to 69,Cardiovascular diseases,30.98
Belize,Female,60 to 69,Cardiovascular diseases,31.37
Belize,Both,20 to 29,Interpersonal violence,31.81
Belize,Male,60 to 69,Cardiovascular diseases,32.93
Belize,Both,70 to 79,Cardiovascular diseases,35
Belize,Male,70 to 79,Cardiovascular diseases,35.18
Belize,Male,80 to 89,Cardiovascular diseases,36
Belize,Female,70 to 79,Cardiovascular diseases,36.36
Belize,Female,40 to 49,Cancer,36.73
Belize,Both,80 to 89,Cardiovascular diseases,37.99
Belize,Male,10 to 19,Interpersonal violence,38.46
Belize,Male,20 to 29,Interpersonal violence,38.94
Belize,Male,90+,Cardiovascular diseases,39.21
Belize,Both,90+,Cardiovascular diseases,42.4
Belize,Female,80 to 89,Cardiovascular diseases,43.85
Belize,Female,90+,Cardiovascular diseases,47.69
Belize,Both,0 to 9,Maternal and neonatal disorders,53.33
Belize,Male,0 to 9,Maternal and neonatal disorders,56.86
Belize,Female,0 to 9,Maternal and neonatal disorders,60.46
Benin,Both,30 to 39,Neglected tropical diseases and malaria,13.16
Benin,Both,40 to 49,Cardiovascular diseases,13.85
Benin,Female,10 to 19,Neglected tropical diseases and malaria,14.37
Benin,Male,30 to 39,Neglected tropical diseases and malaria,14.66
Benin,Male,40 to 49,Cardiovascular diseases,14.7
Benin,Both,All ages,Maternal and neonatal disorders,14.96
Benin,Male,All ages,Maternal and neonatal disorders,14.97
Benin,Female,40 to 49,Cancer,15.07
Benin,Female,All ages,Neglected tropical diseases and malaria,15.34
Benin,Both,20 to 29,Neglected tropical diseases and malaria,16.55
Benin,Both,10 to 19,Neglected tropical diseases and malaria,16.92
Benin,Male,10 to 19,Neglected tropical diseases and malaria,18.91
Benin,Male,20 to 29,Neglected tropical diseases and malaria,19.39
Benin,Male,50 to 59,Cardiovascular diseases,21.03
Benin,Both,50 to 59,Cardiovascular diseases,21.46
Benin,Female,50 to 59,Cardiovascular diseases,22.28
Benin,Female,30 to 39,Maternal and neonatal disorders,25.36
Benin,Female,0 to 9,Maternal and neonatal disorders,25.42
Benin,Female,20 to 29,Maternal and neonatal disorders,25.72
Benin,Male,60 to 69,Cardiovascular diseases,26.76
Benin,Both,60 to 69,Cardiovascular diseases,28.06
Benin,Both,0 to 9,Maternal and neonatal disorders,28.58
Benin,Male,70 to 79,Cardiovascular diseases,28.99
Benin,Female,60 to 69,Cardiovascular diseases,29.94
Benin,Male,0 to 9,Maternal and neonatal disorders,31.18
Benin,Male,80 to 89,Cardiovascular diseases,31.43
Benin,Male,90+,Cardiovascular diseases,32.54
Benin,Both,70 to 79,Cardiovascular diseases,32.71
Benin,Both,80 to 89,Cardiovascular diseases,35.88
Benin,Both,90+,Cardiovascular diseases,36.74
Benin,Female,70 to 79,Cardiovascular diseases,36.81
Benin,Female,90+,Cardiovascular diseases,39.42
Benin,Female,80 to 89,Cardiovascular diseases,39.65
Bermuda,Both,All ages,Cardiovascular diseases,36.49
Bermuda,Male,All ages,Cardiovascular diseases,36.56
Bermuda,Female,All ages,Cardiovascular diseases,37.97
Bermuda,Both,70 to 79,Cancer,40.32
Bermuda,Male,70 to 79,Cancer,41.02
Bermuda,Both,80 to 89,Cardiovascular diseases,43.35
Bermuda,Female,70 to 79,Cancer,43.58
Bermuda,Female,80 to 89,Cardiovascular diseases,45.33
Bermuda,Male,80 to 89,Cardiovascular diseases,45.97
Bermuda,Male,60 to 69,Cancer,46.8
Bermuda,Both,60 to 69,Cancer,48.57
Bermuda,Both,90+,Cardiovascular diseases,49.42
Bermuda,Male,50 to 59,Cancer,50
Bermuda,Male,90+,Cardiovascular diseases,52.17
Bermuda,Both,50 to 59,Cancer,53.12
Bermuda,Female,90+,Cardiovascular diseases,54.54
Bermuda,Both,40 to 49,Cancer,57.14
Bermuda,Female,60 to 69,Cancer,61.11
Bermuda,Male,40 to 49,Cancer,66.66
Bermuda,Female,50 to 59,Cancer,85.71
Bermuda,Both,0 to 9,Maternal and neonatal disorders,100
Bermuda,Female,40 to 49,Cancer,100
Bhutan,Both,20 to 29,Unintentional injuries,16.52
Bhutan,Both,30 to 39,Cardiovascular diseases,17.94
Bhutan,Male,30 to 39,Cardiovascular diseases,19.54
Bhutan,Both,10 to 19,Unintentional injuries,20.75
Bhutan,Female,30 to 39,Cancer,21.15
Bhutan,Female,10 to 19,Enteric infections,21.42
Bhutan,Male,20 to 29,Unintentional injuries,21.73
Bhutan,Female,All ages,Cardiovascular diseases,27.53
Bhutan,Both,40 to 49,Cardiovascular diseases,27.72
Bhutan,Both,All ages,Cardiovascular diseases,28.49
Bhutan,Male,40 to 49,Cardiovascular diseases,28.92
Bhutan,Male,All ages,Cardiovascular diseases,29.37
Bhutan,Female,40 to 49,Cardiovascular diseases,30.37
Bhutan,Male,10 to 19,Unintentional injuries,31.03
Bhutan,Female,50 to 59,Cardiovascular diseases,31.78
Bhutan,Female,80 to 89,Cardiovascular diseases,33
Bhutan,Female,20 to 29,Maternal and neonatal disorders,33.33
Bhutan,Both,80 to 89,Cardiovascular diseases,34.16
Bhutan,Both,50 to 59,Cardiovascular diseases,34.39
Bhutan,Female,60 to 69,Cardiovascular diseases,35.12
Bhutan,Female,70 to 79,Cardiovascular diseases,35.76
Bhutan,Male,80 to 89,Cardiovascular diseases,36
Bhutan,Both,60 to 69,Cardiovascular diseases,36.16
Bhutan,Both,70 to 79,Cardiovascular diseases,36.23
Bhutan,Female,90+,Cardiovascular diseases,37.11
Bhutan,Male,50 to 59,Cardiovascular diseases,37.15
Bhutan,Both,90+,Cardiovascular diseases,37.24
Bhutan,Male,70 to 79,Cardiovascular diseases,37.47
Bhutan,Male,60 to 69,Cardiovascular diseases,38.29
Bhutan,Male,90+,Cardiovascular diseases,40.44
Bhutan,Both,0 to 9,Maternal and neonatal disorders,52.23
Bhutan,Female,0 to 9,Maternal and neonatal disorders,52.47
Bhutan,Male,0 to 9,Maternal and neonatal disorders,55.89
Bolivia (Plurinational State of),Both,20 to 29,Transport injuries,13.67
Bolivia (Plurinational State of),Male,30 to 39,Transport injuries,13.92
Bolivia (Plurinational State of),Female,10 to 19,Cancer,14
Bolivia (Plurinational State of),Male,40 to 49,Cardiovascular diseases,15.4
Bolivia (Plurinational State of),Both,30 to 39,Cancer,16.16
Bolivia (Plurinational State of),Both,10 to 19,Unintentional injuries,17.02
Bolivia (Plurinational State of),Male,20 to 29,Transport injuries,18.07
Bolivia (Plurinational State of),Female,20 to 29,Maternal and neonatal disorders,19.84
Bolivia (Plurinational State of),Male,All ages,Cardiovascular diseases,20.09
Bolivia (Plurinational State of),Male,50 to 59,Cardiovascular diseases,20.6
Bolivia (Plurinational State of),Both,All ages,Cardiovascular diseases,20.95
Bolivia (Plurinational State of),Male,10 to 19,Unintentional injuries,21.05
Bolivia (Plurinational State of),Female,All ages,Cardiovascular diseases,21.84
Bolivia (Plurinational State of),Female,30 to 39,Cancer,23.48
Bolivia (Plurinational State of),Male,60 to 69,Cardiovascular diseases,23.53
Bolivia (Plurinational State of),Both,40 to 49,Cancer,23.54
Bolivia (Plurinational State of),Male,70 to 79,Cardiovascular diseases,26.22
Bolivia (Plurinational State of),Both,60 to 69,Cancer,26.3
Bolivia (Plurinational State of),Both,50 to 59,Cancer,26.45
Bolivia (Plurinational State of),Both,70 to 79,Cardiovascular diseases,26.67
Bolivia (Plurinational State of),Female,70 to 79,Cardiovascular diseases,27.17
Bolivia (Plurinational State of),Male,80 to 89,Cardiovascular diseases,29.4
Bolivia (Plurinational State of),Female,60 to 69,Cancer,29.72
Bolivia (Plurinational State of),Both,80 to 89,Cardiovascular diseases,30.68
Bolivia (Plurinational State of),Female,80 to 89,Cardiovascular diseases,31.83
Bolivia (Plurinational State of),Male,90+,Cardiovascular diseases,33.73
Bolivia (Plurinational State of),Female,40 to 49,Cancer,33.77
Bolivia (Plurinational State of),Both,90+,Cardiovascular diseases,33.86
Bolivia (Plurinational State of),Female,90+,Cardiovascular diseases,34.24
Bolivia (Plurinational State of),Female,50 to 59,Cancer,34.99
Bolivia (Plurinational State of),Female,0 to 9,Maternal and neonatal disorders,36.77
Bolivia (Plurinational State of),Both,0 to 9,Maternal and neonatal disorders,37.31
Bolivia (Plurinational State of),Male,0 to 9,Maternal and neonatal disorders,37.91
Bosnia and Herzegovina,Both,20 to 29,Cancer,19.89
Bosnia and Herzegovina,Male,10 to 19,Cancer,20.45
Bosnia and Herzegovina,Male,20 to 29,Suicide,21.58
Bosnia and Herzegovina,Male,30 to 39,Cardiovascular diseases,22.96
Bosnia and Herzegovina,Both,10 to 19,Cancer,25
Bosnia and Herzegovina,Both,30 to 39,Cancer,31.48
Bosnia and Herzegovina,Male,40 to 49,Cardiovascular diseases,31.65
Bosnia and Herzegovina,Female,60 to 69,Cancer,39.47
Bosnia and Herzegovina,Both,40 to 49,Cancer,39.6
Bosnia and Herzegovina,Both,60 to 69,Cancer,40.01
Bosnia and Herzegovina,Male,60 to 69,Cancer,40.48
Bosnia and Herzegovina,Male,50 to 59,Cancer,40.53
Bosnia and Herzegovina,Female,20 to 29,Cancer,44.11
Bosnia and Herzegovina,Both,50 to 59,Cancer,45.26
Bosnia and Herzegovina,Male,All ages,Cardiovascular diseases,45.43
Bosnia and Herzegovina,Female,10 to 19,Cancer,46.66
Bosnia and Herzegovina,Male,70 to 79,Cardiovascular diseases,46.75
Bosnia and Herzegovina,Both,70 to 79,Cardiovascular diseases,49.93
Bosnia and Herzegovina,Both,All ages,Cardiovascular diseases,50.32
Bosnia and Herzegovina,Both,0 to 9,Maternal and neonatal disorders,51.4
Bosnia and Herzegovina,Female,70 to 79,Cardiovascular diseases,53.36
Bosnia and Herzegovina,Female,0 to 9,Maternal and neonatal disorders,54.54
Bosnia and Herzegovina,Female,All ages,Cardiovascular diseases,55.37
Bosnia and Herzegovina,Female,30 to 39,Cancer,55.44
Bosnia and Herzegovina,Female,50 to 59,Cancer,55.46
Bosnia and Herzegovina,Male,0 to 9,Maternal and neonatal disorders,58.1
Bosnia and Herzegovina,Male,80 to 89,Cardiovascular diseases,58.2
Bosnia and Herzegovina,Female,40 to 49,Cancer,59.25
Bosnia and Herzegovina,Both,80 to 89,Cardiovascular diseases,63.1
Bosnia and Herzegovina,Male,90+,Cardiovascular diseases,66.13
Bosnia and Herzegovina,Female,80 to 89,Cardiovascular diseases,66.62
Bosnia and Herzegovina,Both,90+,Cardiovascular diseases,70.65
Bosnia and Herzegovina,Female,90+,Cardiovascular diseases,73.27
Botswana,Male,10 to 19,Transport injuries,20.42
Botswana,Both,10 to 19,HIV/AIDS and sexually transmitted infections,23.87
Botswana,Male,All ages,HIV/AIDS and sexually transmitted infections,25.07
Botswana,Both,All ages,HIV/AIDS and sexually transmitted infections,26.89
Botswana,Male,60 to 69,Cardiovascular diseases,27.12
Botswana,Both,60 to 69,Cardiovascular diseases,27.44
Botswana,Female,60 to 69,Cardiovascular diseases,28.31
Botswana,Male,20 to 29,HIV/AIDS and sexually transmitted infections,28.82
Botswana,Female,All ages,HIV/AIDS and sexually transmitted infections,29.14
Botswana,Male,70 to 79,Cardiovascular diseases,31.28
Botswana,Male,50 to 59,HIV/AIDS and sexually transmitted infections,31.99
Botswana,Both,50 to 59,HIV/AIDS and sexually transmitted infections,34.06
Botswana,Female,10 to 19,HIV/AIDS and sexually transmitted infections,34.13
Botswana,Both,70 to 79,Cardiovascular diseases,34.41
Botswana,Male,80 to 89,Cardiovascular diseases,34.43
Botswana,Female,50 to 59,HIV/AIDS and sexually transmitted infections,37.67
Botswana,Female,70 to 79,Cardiovascular diseases,37.98
Botswana,Female,0 to 9,Maternal and neonatal disorders,39.32
Botswana,Both,0 to 9,Maternal and neonatal disorders,39.58
Botswana,Male,90+,Cardiovascular diseases,39.62
Botswana,Both,80 to 89,Cardiovascular diseases,40.51
Botswana,Male,0 to 9,Maternal and neonatal disorders,40.68
Botswana,Both,20 to 29,HIV/AIDS and sexually transmitted infections,41.94
Botswana,Female,80 to 89,Cardiovascular diseases,44.36
Botswana,Both,90+,Cardiovascular diseases,45.51
Botswana,Male,40 to 49,HIV/AIDS and sexually transmitted infections,46.94
Botswana,Male,30 to 39,HIV/AIDS and sexually transmitted infections,47.81
Botswana,Female,90+,Cardiovascular diseases,48.37
Botswana,Both,40 to 49,HIV/AIDS and sexually transmitted infections,51.68
Botswana,Both,30 to 39,HIV/AIDS and sexually transmitted infections,55.9
Botswana,Female,40 to 49,HIV/AIDS and sexually transmitted infections,59.82
Botswana,Female,20 to 29,HIV/AIDS and sexually transmitted infections,60.83
Botswana,Female,30 to 39,HIV/AIDS and sexually transmitted infections,67.08
Brazil,Female,20 to 29,Cancer,15
Brazil,Female,10 to 19,Transport injuries,15.71
Brazil,Male,40 to 49,Cardiovascular diseases,19.46
Brazil,Both,40 to 49,Cardiovascular diseases,20.98
Brazil,Both,30 to 39,Interpersonal violence,23.81
Brazil,Female,30 to 39,Cancer,26.14
Brazil,Male,All ages,Cardiovascular diseases,26.45
Brazil,Both,50 to 59,Cardiovascular diseases,28.16
Brazil,Both,All ages,Cardiovascular diseases,28.2
Brazil,Male,50 to 59,Cardiovascular diseases,28.39
Brazil,Male,30 to 39,Interpersonal violence,30.22
Brazil,Female,All ages,Cardiovascular diseases,30.41
Brazil,Female,60 to 69,Cardiovascular diseases,31.37
Brazil,Both,60 to 69,Cardiovascular diseases,32.39
Brazil,Male,90+,Cardiovascular diseases,32.67
Brazil,Male,60 to 69,Cardiovascular diseases,33.1
Brazil,Female,40 to 49,Cancer,33.24
Brazil,Male,80 to 89,Cardiovascular diseases,33.69
Brazil,Both,90+,Cardiovascular diseases,34.2
Brazil,Male,70 to 79,Cardiovascular diseases,34.49
Brazil,Both,70 to 79,Cardiovascular diseases,34.51
Brazil,Female,70 to 79,Cardiovascular diseases,34.54
Brazil,Both,80 to 89,Cardiovascular diseases,34.74
Brazil,Female,50 to 59,Cancer,34.84
Brazil,Female,90+,Cardiovascular diseases,35.06
Brazil,Female,80 to 89,Cardiovascular diseases,35.62
Brazil,Both,10 to 19,Interpersonal violence,40.32
Brazil,Both,20 to 29,Interpersonal violence,42.7
Brazil,Female,0 to 9,Maternal and neonatal disorders,43.28
Brazil,Both,0 to 9,Maternal and neonatal disorders,44.2
Brazil,Male,0 to 9,Maternal and neonatal disorders,44.93
Brazil,Male,10 to 19,Interpersonal violence,48.33
Brazil,Male,20 to 29,Interpersonal violence,49.26
Brunei Darussalam,Male,30 to 39,Cardiovascular diseases,25.45
Brunei Darussalam,Both,20 to 29,Transport injuries,26
Brunei Darussalam,Both,All ages,Cancer,28.18
Brunei Darussalam,Male,All ages,Cardiovascular diseases,28.4
Brunei Darussalam,Both,10 to 19,Cancer,30.76
Brunei Darussalam,Both,30 to 39,Cancer,31.46
Brunei Darussalam,Female,All ages,Cancer,32.09
Brunei Darussalam,Both,70 to 79,Cardiovascular diseases,32.33
Brunei Darussalam,Male,70 to 79,Cardiovascular diseases,32.56
Brunei Darussalam,Female,70 to 79,Cardiovascular diseases,33.13
Brunei Darussalam,Male,40 to 49,Cardiovascular diseases,33.63
Brunei Darussalam,Male,60 to 69,Cancer,33.98
Brunei Darussalam,Male,50 to 59,Cardiovascular diseases,34
Brunei Darussalam,Both,40 to 49,Cancer,35.05
Brunei Darussalam,Male,80 to 89,Cardiovascular diseases,35.65
Brunei Darussalam,Both,60 to 69,Cancer,35.85
Brunei Darussalam,Both,80 to 89,Cardiovascular diseases,36.66
Brunei Darussalam,Male,20 to 29,Transport injuries,37.93
Brunei Darussalam,Female,80 to 89,Cardiovascular diseases,39.04
Brunei Darussalam,Both,50 to 59,Cancer,39.4
Brunei Darussalam,Female,60 to 69,Cancer,40.44
Brunei Darussalam,Both,0 to 9,Maternal and neonatal disorders,42.3
Brunei Darussalam,Both,90+,Cardiovascular diseases,42.3
Brunei Darussalam,Female,90+,Cardiovascular diseases,47.36
Brunei Darussalam,Female,0 to 9,Maternal and neonatal disorders,50
Brunei Darussalam,Male,10 to 19,Transport injuries,50
Brunei Darussalam,Male,0 to 9,Maternal and neonatal disorders,54.16
Brunei Darussalam,Female,50 to 59,Cancer,54.28
Brunei Darussalam,Female,40 to 49,Cancer,59.61
Brunei Darussalam,Female,10 to 19,Cancer,66.66
Brunei Darussalam,Female,20 to 29,Cancer,71.42
Brunei Darussalam,Female,30 to 39,Cancer,72.72
Brunei Darussalam,Male,90+,Cardiovascular diseases,100
Bulgaria,Both,20 to 29,Transport injuries,20.18
Bulgaria,Both,10 to 19,Transport injuries,21.19
Bulgaria,Male,10 to 19,Transport injuries,23.07
Bulgaria,Female,10 to 19,Cancer,23.43
Bulgaria,Male,20 to 29,Transport injuries,23.58
Bulgaria,Both,30 to 39,Cardiovascular diseases,25.44
Bulgaria,Female,20 to 29,Cancer,25.89
Bulgaria,Male,30 to 39,Cardiovascular diseases,27.24
Bulgaria,Both,0 to 9,Maternal and neonatal disorders,32.09
Bulgaria,Male,0 to 9,Maternal and neonatal disorders,32.96
