country,income_level,year,population,migrants_destination,migrants_destination_per,refugees_destination,refugees_destination_per,migrants_origin,migrants_origin_per
Saint Vincent and the Grenadines,Middle - upper,1990,"108,000",3970,3.675925926,0,0,37043,34.29907407
Saint Vincent and the Grenadines,Middle - upper,1995,"108,000",4135,3.828703704,0,0,45743,42.35462963
Saint Vincent and the Grenadines,Middle - upper,2000,"108,000",4307,3.987962963,0,0,53682,49.70555556
Saint Vincent and the Grenadines,Middle - upper,2005,"109,000",4395,4.032110092,0,0,55808,51.2
Saint Vincent and the Grenadines,Middle - upper,2010,"109,000",4485,4.114678899,0,0,55629,51.03577982
Saint Vincent and the Grenadines,Middle - upper,2015,"109,000",4577,4.199082569,0,0,59032,54.15779817
Saint Vincent and the Grenadines,Middle - upper,2017,"110,000",4595,4.177272727,0,0,60857,55.32454545
Samoa,Middle - upper,1990,"163,000",3357,2.059509202,0,0,74861,45.92699387
Samoa,Middle - upper,1995,"170,000",4694,2.761176471,0,0,81958,48.21058824
Samoa,Middle - upper,2000,"175,000",5998,3.427428571,0,0,94580,54.04571429
Samoa,Middle - upper,2005,"180,000",5746,3.192222222,0,0,99245,55.13611111
Samoa,Middle - upper,2010,"186,000",5122,2.753763441,0,0,104774,56.33010753
Samoa,Middle - upper,2015,"194,000",4929,2.540721649,0,0,114206,58.86907216
Samoa,Middle - upper,2017,"196,000",4879,2.489285714,3,0.001530612,117511,59.95459184
San Marino,High,1990,"24,000",3310,13.79166667,0,0,1415,5.895833333
San Marino,High,1995,"26,000",3659,14.07307692,0,0,2457,9.45
San Marino,High,2000,"27,000",4045,14.98148148,0,0,3493,12.93703704
San Marino,High,2005,"29,000",4218,14.54482759,0,0,2907,10.02413793
San Marino,High,2010,"31,000",4399,14.19032258,0,0,2264,7.303225806
San Marino,High,2015,"33,000",5174,15.67878788,0,0,2310,7
San Marino,High,2017,"33,000",5243,15.88787879,0,0,2342,7.096969697
Sao Tome and Principe,Middle - lower,1990,"114,000",5582,4.896491228,0,0,13941,12.22894737
Sao Tome and Principe,Middle - lower,1995,"126,000",4936,3.917460317,0,0,18950,15.03968254
Sao Tome and Principe,Middle - lower,2000,"139,000",4365,3.14028777,0,0,24829,17.86258993
Sao Tome and Principe,Middle - lower,2005,"156,000",3433,2.200641026,0,0,29430,18.86538462
Sao Tome and Principe,Middle - lower,2010,"175,000",2700,1.542857143,0,0,30810,17.60571429
Sao Tome and Principe,Middle - lower,2015,"196,000",2394,1.221428571,0,0,81065,41.35969388
Sao Tome and Principe,Middle - lower,2017,"204,000",2293,1.124019608,0,0,82358,40.37156863
Saudi Arabia,High,1990,"16,327,000",4998445,30.61459546,33261,0.203717768,107037,0.655582777
Saudi Arabia,High,1995,"18,736,000",5122702,27.34149231,13169,0.070287148,130886,0.698580273
Saudi Arabia,High,2000,"20,764,000",5263387,25.3486178,5309,0.025568291,153572,0.739607012
Saudi Arabia,High,2005,"23,906,000",6501819,27.19743579,240701,1.006864386,177109,0.740855852
Saudi Arabia,High,2010,"27,426,000",8429956,30.73709619,555,0.002023627,213553,0.778651644
Saudi Arabia,High,2015,"31,557,000",10771366,34.13304814,157,0.000497512,269645,0.85446969
Saudi Arabia,High,2017,"32,938,000",12185284,36.99460805,165,0.000500941,278912,0.846778797
Senegal,Low,1990,"7,556,000",270410,3.578745368,58113,0.769097406,369263,4.88701694
Senegal,Low,1995,"8,747,000",287654,3.288601806,66769,0.763336001,356742,4.078449754
Senegal,Low,2000,"9,884,000",231901,2.346226224,22715,0.229815864,388250,3.928065561
Senegal,Low,2005,"11,251,000",238298,2.118016176,23341,0.207457115,462698,4.112505555
Senegal,Low,2010,"12,916,000",256092,1.982750077,22849,0.176904614,537339,4.160258594
Senegal,Low,2015,"14,977,000",263242,1.757641717,17511,0.116919276,544791,3.637517527
Senegal,Low,2017,"15,851,000",265601,1.675610372,17614,0.111122327,559952,3.532597312
Serbia,Middle - upper,1990,"9,518,000",99269,1.042960706,938,0.009855012,708804,7.446984661
Serbia,Middle - upper,1995,"9,884,000",630221,6.376173614,409941,4.147521246,921409,9.322227843
Serbia,Middle - upper,2000,"9,488,000",856763,9.029964165,363293,3.82897344,1133078,11.94222175
Serbia,Middle - upper,2005,"9,215,000",845120,9.171134021,138569,1.503733044,927661,10.06685838
Serbia,Middle - upper,2010,"9,030,000",826066,9.148017719,73608,0.815149502,846196,9.370941307
Serbia,Middle - upper,2015,"8,851,000",807441,9.122596317,35448,0.400497119,931921,10.52899107
Serbia,Middle - upper,2017,"8,791,000",801903,9.121863269,31314,0.35620521,956455,10.87993402
Seychelles,High,1990,"71,000",3721,5.24084507,0,0,29376,41.37464789
Seychelles,High,1995,"77,000",5148,6.685714286,0,0,19208,24.94545455
Seychelles,High,2000,"81,000",6574,8.116049383,0,0,9290,11.4691358
Seychelles,High,2005,"89,000",8997,10.10898876,0,0,9776,10.98426966
Seychelles,High,2010,"91,000",11420,12.54945055,0,0,32608,35.83296703
Seychelles,High,2015,"94,000",12791,13.60744681,0,0,38164,40.6
Seychelles,High,2017,"95,000",12926,13.60631579,0,0,36318,38.22947368
Sierra Leone,Low,1990,"4,312,000",222242,5.15403525,125830,2.918135436,60952,1.413543599
Sierra Leone,Low,1995,"4,275,000",105374,2.464888889,11350,0.265497076,457116,10.69277193
Sierra Leone,Low,2000,"4,564,000",98241,2.15251972,6546,0.143426819,508526,11.14211218
Sierra Leone,Low,2005,"5,658,000",149615,2.644308943,59965,1.059826794,147341,2.604118063
Sierra Leone,Low,2010,"6,459,000",97452,1.508778449,8363,0.129478247,135569,2.098916241
Sierra Leone,Low,2015,"7,237,000",91213,1.260370319,775,0.010708857,150017,2.072916955
Sierra Leone,Low,2017,"7,557,000",95248,1.260394336,782,0.010348022,159017,2.104234485
Singapore,High,1990,"3,013,000",727262,24.13747096,146,0.004845669,156201,5.184234982
Singapore,High,1995,"3,479,000",991492,28.49933889,112,0.003219316,167575,4.816757689
Singapore,High,2000,"3,914,000",1351691,34.53477261,0,0,186440,4.763413388
Singapore,High,2005,"4,491,000",1710594,38.08937876,3,6.68003E-05,226922,5.052816745
Singapore,High,2010,"5,074,000",2164794,42.6644462,7,0.000137958,281938,5.556523453
Singapore,High,2015,"5,535,000",2543638,45.95551942,1,1.80668E-05,315717,5.70401084
Singapore,High,2017,"5,709,000",2623404,45.95207567,1,1.75162E-05,327043,5.72855141
Sint Maarten (Dutch part),High,1990,"29,000",..,#VALUE!,..,#VALUE!,14368,49.54482759
Sint Maarten (Dutch part),High,1995,"31,000",..,#VALUE!,..,#VALUE!,16757,54.05483871
Sint Maarten (Dutch part),High,2000,"32,000",..,#VALUE!,..,#VALUE!,19733,61.665625
Sint Maarten (Dutch part),High,2005,"33,000",13100,39.6969697,1,0.003030303,23107,70.02121212
Sint Maarten (Dutch part),High,2010,"33,000",26200,79.39393939,1,0.003030303,23346,70.74545455
Sint Maarten (Dutch part),High,2015,"39,000",27295,69.98717949,11,0.028205128,23812,61.05641026
Sint Maarten (Dutch part),High,2017,"40,000",28260,70.65,8,0.02,25375,63.4375
Slovakia,High,1990,"5,288,000",41295,0.780919062,0,0,133461,2.523846445
Slovakia,High,1995,"5,375,000",69323,1.289730233,746,0.01387907,191995,3.572
Slovakia,High,2000,"5,399,000",116376,2.15551028,457,0.00846453,251864,4.665012039
Slovakia,High,2005,"5,399,000",130491,2.416947583,368,0.006816077,273559,5.066845712
Slovakia,High,2010,"5,404,000",146319,2.707605477,461,0.008530718,294714,5.453626943
Slovakia,High,2015,"5,439,000",177624,3.26574738,1078,0.01981982,335780,6.173561316
Slovakia,High,2017,"5,448,000",184642,3.389170338,1129,0.020723201,356310,6.540198238
Slovenia,High,1990,"2,006,000",178077,8.877218345,0,0,91652,4.56889332
Slovenia,High,1995,"1,991,000",174419,8.760371673,22314,1.120743345,108821,5.465645404
Slovenia,High,2000,"1,988,000",171018,8.602515091,2816,0.141649899,118891,5.980432596
Slovenia,High,2005,"1,996,000",197276,9.883567134,251,0.01257515,119913,6.007665331
Slovenia,High,2010,"2,045,000",253786,12.41007335,312,0.015256724,124470,6.086552567
Slovenia,High,2015,"2,075,000",237616,11.45137349,395,0.019036145,134338,6.474120482
Slovenia,High,2017,"2,080,000",244790,11.76875,607,0.029182692,143500,6.899038462
Solomon Islands,Middle - lower,1990,"312,000",4226,1.354487179,0,0,2212,0.708974359
Solomon Islands,Middle - lower,1995,"359,000",4178,1.163788301,0,0,2542,0.708077994
Solomon Islands,Middle - lower,2000,"413,000",3981,0.963922518,0,0,2726,0.660048426
Solomon Islands,Middle - lower,2005,"470,000",3271,0.695957447,0,0,3046,0.648085106
Solomon Islands,Middle - lower,2010,"528,000",2760,0.522727273,0,0,3351,0.634659091
Solomon Islands,Middle - lower,2015,"587,000",2585,0.440374787,3,0.000511073,3767,0.641737649
Solomon Islands,Middle - lower,2017,"611,000",2532,0.414402619,3,0.000490998,3913,0.640425532
Somalia,Low,1990,"7,397,000",478294,6.466053806,460000,6.218737326,846967,11.45014195
Somalia,Low,1995,"7,705,000",19527,0.253432836,626,0.008124594,899478,11.67395198
Somalia,Low,2000,"9,011,000",20087,0.222916435,558,0.006192431,1004443,11.14685385
Somalia,Low,2005,"10,410,000",20670,0.198559078,493,0.004735831,1150483,11.05170989
Somalia,Low,2010,"12,053,000",23995,0.199079067,1937,0.016070688,1578233,13.09410935
Somalia,Low,2015,"13,908,000",41578,0.298950244,18287,0.131485476,1924902,13.84025022
Somalia,Low,2017,"14,743,000",44868,0.30433426,21577,0.146354202,1988458,13.48747202
South Africa,Middle - upper,1990,"37,561,000",1163883,3.098647533,90000,0.239610234,327661,0.872343654
South Africa,Middle - upper,1995,"42,088,000",1003807,2.385019483,101408,0.240942787,402428,0.956158525
South Africa,Middle - upper,2000,"45,728,000",1001825,2.190834937,15063,0.03294043,512309,1.120339836
South Africa,Middle - upper,2005,"48,821,000",1210936,2.480358862,29714,0.060863153,618026,1.265901968
South Africa,Middle - upper,2010,"51,585,000",2096886,4.064914219,57899,0.112239992,740273,1.435054764
South Africa,Middle - upper,2015,"55,291,000",3816696,6.902924527,1217709,2.202363857,862951,1.560744063
South Africa,Middle - upper,2017,"56,717,000",4036696,7.117259375,309342,0.545413192,898407,1.584017138
South Sudan,Low,1990,"5,768,000",..,#VALUE!,..,#VALUE!,514943,8.927583218
South Sudan,Low,1995,"5,460,000",..,#VALUE!,..,#VALUE!,438044,8.022783883
South Sudan,Low,2000,"6,701,000",..,#VALUE!,..,#VALUE!,342628,5.113087599
South Sudan,Low,2005,"8,109,000",..,#VALUE!,..,#VALUE!,243075,2.997595265
South Sudan,Low,2010,"10,067,000",257905,2.561885368,27173,0.269921526,403896,4.01207907
South Sudan,Low,2015,"11,882,000",844122,7.104208046,263865,2.220712001,1418791,11.94067497
South Sudan,Low,2017,"12,576,000",845239,6.721048028,264982,2.107045165,1752014,13.93140903
Spain,High,1990,"39,306,000",821605,2.090278838,8303,0.021124001,1449316,3.687264031
Spain,High,1995,"39,890,000",1020067,2.557199799,5852,0.014670343,1371175,3.437390323
Spain,High,2000,"40,904,000",1657285,4.051645316,6987,0.017081459,1298747,3.175110014
Spain,High,2005,"44,043,000",4107226,9.325490997,5374,0.012201712,1121066,2.545389733
Spain,High,2010,"46,789,000",6280065,13.42209707,3820,0.008164312,1099465,2.3498365
Spain,High,2015,"46,398,000",5891208,12.69711626,17477,0.037667572,1289225,2.778621923
Spain,High,2017,"46,354,000",5947106,12.82975795,28205,0.06084696,1345862,2.903443069
Sri Lanka,Middle - lower,1990,"17,330,000",41561,0.239821119,15,8.65551E-05,885836,5.111575303
Sri Lanka,Middle - lower,1995,"18,247,000",40841,0.223823094,16,8.76856E-05,925642,5.072844851
Sri Lanka,Middle - lower,2000,"18,782,000",40132,0.213672665,16,8.51879E-05,980835,5.222207433
Sri Lanka,Middle - lower,2005,"19,525,000",39526,0.2024379,106,0.000542894,1136550,5.82099872
Sri Lanka,Middle - lower,2010,"20,198,000",38959,0.192885434,223,0.00110407,1432671,7.093132983
Sri Lanka,Middle - lower,2015,"20,714,000",39706,0.191686782,1392,0.006720093,1625614,7.847899971
Sri Lanka,Middle - lower,2017,"20,877,000",40018,0.191684629,1319,0.006317958,1726900,8.271782344
State of Palestine,Middle - lower,1990,"2,101,000",288332,13.72356021,910637,43.34302713,1813068,86.29547834
State of Palestine,Middle - lower,1995,"2,618,000",281767,10.76268144,1159134,44.27555386,2275134,86.90351413
State of Palestine,Middle - lower,2000,"3,223,000",275202,8.538690661,1407631,43.67455787,2756033,85.51141793
State of Palestine,Middle - lower,2005,"3,576,000",266617,7.455732662,1681550,47.02321029,3047671,85.22569911
State of Palestine,Middle - lower,2010,"4,067,000",258032,6.344529137,1955469,48.08136218,3342282,82.18052619
State of Palestine,Middle - lower,2015,"4,663,000",255507,5.479455286,2051096,43.98661806,3732417,80.04325541
State of Palestine,Middle - lower,2017,"4,921,000",253735,5.156167446,2155274,43.79748019,3803893,77.29918716
Sudan,Middle - lower,1990,"20,148,000",1402896,6.962954139,1031050,5.117381378,587063,2.913753226
Sudan,Middle - lower,1995,"24,103,000",1053396,4.370393727,674071,2.796626976,745992,3.095017218
Sudan,Middle - lower,2000,"27,251,000",801883,2.942581924,414928,1.522615684,859690,3.154709919
Sudan,Middle - lower,2005,"30,912,000",541994,1.753344979,147256,0.476371636,1175018,3.801171066
Sudan,Middle - lower,2010,"34,386,000",578363,1.681972314,144008,0.418798348,1197225,3.481722213
Sudan,Middle - lower,2015,"38,648,000",623878,1.614256883,325575,0.842410992,1876275,4.854779031
Sudan,Middle - lower,2017,"40,533,000",735821,1.815362791,437518,1.079411837,1951705,4.815101276
Suriname,Middle - upper,1990,"407,000",18031,4.43022113,0,0,179657,44.14176904
Suriname,Middle - upper,1995,"444,000",22270,5.015765766,0,0,193494,43.57972973
Suriname,Middle - upper,2000,"472,000",27506,5.827542373,1,0.000211864,213310,45.19279661
Suriname,Middle - upper,2005,"499,000",33664,6.746292585,2,0.000400802,252127,50.52645291
Suriname,Middle - upper,2010,"526,000",39713,7.55,8,0.001520913,260509,49.52642586
Suriname,Middle - upper,2015,"553,000",46836,8.469439421,5,0.000904159,278250,50.3164557
Suriname,Middle - upper,2017,"563,000",47699,8.472291297,9,0.001598579,275716,48.97264654
Swaziland,Middle - lower,1990,"861,000",72085,8.37224158,42074,4.886643438,35184,4.08641115
Swaziland,Middle - lower,1995,"961,000",25031,2.604682622,712,0.07408949,30347,3.1578564
Swaziland,Middle - lower,2000,"1,061,000",22855,2.154099906,690,0.065032988,33647,3.171253534
Swaziland,Middle - lower,2005,"1,106,000",27097,2.45,760,0.068716094,40531,3.664647378
Swaziland,Middle - lower,2010,"1,203,000",30476,2.533333333,759,0.063092269,68700,5.710723192
Swaziland,Middle - lower,2015,"1,319,000",31993,2.425549659,967,0.073313116,86684,6.571948446
Swaziland,Middle - lower,2017,"1,367,000",33263,2.433284565,1055,0.077176298,91621,6.702340892
Sweden,High,1990,"8,567,000",788767,9.207038637,124723,1.455853858,207067,2.417030466
Sweden,High,1995,"8,836,000",936022,10.5932775,199212,2.25454957,227150,2.570733364
Sweden,High,2000,"8,882,000",1003798,11.30148615,157220,1.770096825,258321,2.908365233
Sweden,High,2005,"9,039,000",1125790,12.45480695,74915,0.828797433,270492,2.99249917
Sweden,High,2010,"9,390,000",1337214,14.24083067,82629,0.879968051,300113,3.196091587
Sweden,High,2015,"9,764,000",1602522,16.41255633,326568,3.344612864,328141,3.360723064
Sweden,High,2017,"9,911,000",1747710,17.63404298,317477,3.203279185,348040,3.511653718
Switzerland,High,1990,"6,675,000",1392282,20.8581573,40943,0.613378277,323233,4.842441948
Switzerland,High,1995,"7,019,000",1478829,21.06894144,82943,1.181692549,337268,4.805071948
Switzerland,High,2000,"7,167,000",1570756,21.91650621,57653,0.80442305,368350,5.139528394
Switzerland,High,2005,"7,410,000",1805437,24.36487179,48030,0.648178138,501091,6.762361673
Switzerland,High,2010,"7,832,000",2075182,26.4961951,48813,0.623250766,626318,7.996910112
Switzerland,High,2015,"8,320,000",2416394,29.04319712,106037,1.274483173,648999,7.80046875
Switzerland,High,2017,"8,476,000",2506394,29.57048136,110044,1.298301085,676687,7.983565361
Syrian Arab Republic,Middle - lower,1990,"12,446,000",714140,5.737907762,282794,2.272167765,620868,4.988494295
Syrian Arab Republic,Middle - lower,1995,"14,345,000",830610,5.790240502,363644,2.534987801,661469,4.611146741
Syrian Arab Republic,Middle - lower,2000,"16,411,000",832273,5.071433794,388168,2.365291573,706499,4.305033209
Syrian Arab Republic,Middle - lower,2005,"18,295,000",876410,4.790434545,454047,2.481809237,861759,4.710352555
Syrian Arab Republic,Middle - lower,2010,"21,019,000",1785115,8.4928636,1481547,7.048608402,1079749,5.13701413
Syrian Arab Republic,Middle - lower,2015,"18,735,000",993940,5.305257539,713204,3.806800107,6238472,33.29848946
Syrian Arab Republic,Middle - lower,2017,"18,270,000",1013818,5.549085933,662793,3.627766831,6864445,37.57222222
Tajikistan,Middle - lower,1990,"5,284,000",428900,8.116956851,3000,0.05677517,536252,10.14859955
Tajikistan,Middle - lower,1995,"5,765,000",348347,6.042445794,620,0.010754553,525585,9.116825672
Tajikistan,Middle - lower,2000,"6,216,000",299266,4.814446589,15364,0.247168597,499405,8.034185972
Tajikistan,Middle - lower,2005,"6,854,000",280444,4.091683688,1018,0.014852641,544945,7.950758681
Tajikistan,Middle - lower,2010,"7,642,000",278152,3.639780162,3131,0.04097095,581539,7.609774928
Tajikistan,Middle - lower,2015,"8,549,000",275059,3.217440636,2363,0.02764066,583704,6.827745935
Tajikistan,Middle - lower,2017,"8,921,000",273259,3.063098307,2894,0.032440309,578529,6.4850241
TFYR Macedonia,Middle - upper,1990,"1,996,000",95142,4.766633267,0,0,429555,21.52079158
TFYR Macedonia,Middle - upper,1995,"1,983,000",109343,5.514019163,9048,0.456278366,491152,24.7681291
TFYR Macedonia,Middle - upper,2000,"2,035,000",125665,6.175184275,9050,0.444717445,531341,26.11012285
TFYR Macedonia,Middle - upper,2005,"2,060,000",127667,6.197427184,1274,0.06184466,459339,22.29800971
TFYR Macedonia,Middle - upper,2010,"2,071,000",129701,6.262723322,959,0.046306132,465416,22.47300821
TFYR Macedonia,Middle - upper,2015,"2,079,000",130730,6.288119288,718,0.034535835,497411,23.92549303
TFYR Macedonia,Middle - upper,2017,"2,083,000",130972,6.287662026,771,0.037013922,534720,25.67066731
Thailand,Middle - upper,1990,"56,583,000",528693,0.934367213,99821,0.176415178,309088,0.546255943
Thailand,Middle - upper,1995,"59,492,000",809720,1.361056949,106565,0.179124924,414506,0.696742419
Thailand,Middle - upper,2000,"62,958,000",1257821,1.997873185,104965,0.166722259,530891,0.843246291
Thailand,Middle - upper,2005,"65,425,000",2163447,3.306758884,117053,0.178911731,631993,0.965980894
Thailand,Middle - upper,2010,"67,209,000",3224131,4.79717151,96675,0.143842343,766543,1.140536238
Thailand,Middle - upper,2015,"68,658,000",3486526,5.078105975,132838,0.193477818,861576,1.254880713
Thailand,Middle - upper,2017,"69,038,000",3588873,5.198402329,111457,0.161442973,902928,1.307871028
Timor-Leste,Middle - lower,1990,"752,000",8954,1.190691489,0,0,11261,1.497473404
Timor-Leste,Middle - lower,1995,"871,000",9743,1.118599311,0,0,79050,9.075774971
Timor-Leste,Middle - lower,2000,"872,000",10602,1.215825688,0,0,148339,17.01135321
Timor-Leste,Middle - lower,2005,"1,026,000",11286,1.1,3,0.000292398,94995,9.25877193
Timor-Leste,Middle - lower,2010,"1,110,000",11535,1.039189189,1,9.00901E-05,34975,3.150900901
Timor-Leste,Middle - lower,2015,"1,241,000",11784,0.949556809,6,0.000483481,37759,3.042626914
Timor-Leste,Middle - lower,2017,"1,296,000",12063,0.930787037,6,0.000462963,38951,3.005478395
Togo,Low,1990,"3,787,000",84844,2.240401373,3477,0.091814101,193369,5.106126221
Togo,Low,1995,"4,274,000",101583,2.376766495,10876,0.254468882,306378,7.168413664
Togo,Low,2000,"4,970,000",137891,2.774466801,12223,0.245935614,263575,5.30331992
Togo,Low,2005,"5,683,000",203379,3.578726025,9287,0.163417209,365019,6.422998416
Togo,Low,2010,"6,503,000",255262,3.925296017,14051,0.216069506,383473,5.896862986
Togo,Low,2015,"7,417,000",276844,3.732560334,22705,0.306121073,438492,5.911985978
Togo,Low,2017,"7,798,000",283966,3.641523468,13807,0.17705822,454396,5.827083868
Tokelau,,1990,"2,000",270,13.5,0,0,1684,84.2
Tokelau,,1995,"2,000",266,13.3,0,0,1810,90.5
Tokelau,,2000,"2,000",262,13.1,0,0,2081,104.05
Tokelau,,2005,"1,000",258,25.8,0,0,2070,207
Tokelau,,2010,"1,000",429,42.9,0,0,2158,215.8
Tokelau,,2015,"1,000",487,48.7,0,0,2254,225.4
Tokelau,,2017,"1,000",504,50.4,0,0,2324,232.4
Tonga,Middle - upper,1990,"95,000",2911,3.064210526,0,0,32666,34.38526316
Tonga,Middle - upper,1995,"96,000",3274,3.410416667,0,0,38344,39.94166667
Tonga,Middle - upper,2000,"98,000",3684,3.759183673,0,0,46734,47.6877551
Tonga,Middle - upper,2005,"101,000",4301,4.258415842,0,0,48558,48.07722772
Tonga,Middle - upper,2010,"104,000",4589,4.4125,0,0,51812,49.81923077
Tonga,Middle - upper,2015,"106,000",4877,4.600943396,0,0,58438,55.13018868
Tonga,Middle - upper,2017,"108,000",4952,4.585185185,0,0,60258,55.79444444
Trinidad and Tobago,High,1990,"1,222,000",50666,4.146153846,0,0,197522,16.16382979
Trinidad and Tobago,High,1995,"1,255,000",45994,3.664860558,0,0,251272,20.02167331
Trinidad and Tobago,High,2000,"1,268,000",41753,3.292823344,0,0,307814,24.27555205
Trinidad and Tobago,High,2005,"1,297,000",44812,3.455050116,0,0,323024,24.90547417
Trinidad and Tobago,High,2010,"1,328,000",48226,3.631475904,131,0.009864458,351329,26.45549699
Trinidad and Tobago,High,2015,"1,360,000",49883,3.667867647,199,0.014632353,360896,26.53647059
Trinidad and Tobago,High,2017,"1,369,000",50214,3.667932798,205,0.014974434,373527,27.28466034
Tunisia,Middle - lower,1990,"8,233,000",37984,0.461362808,30,0.000364387,453933,5.513579497
Tunisia,Middle - lower,1995,"9,114,000",37867,0.415481677,199,0.002183454,467644,5.13105113
Tunisia,Middle - lower,2000,"9,699,000",36446,0.375770698,175,0.00180431,480276,4.951809465
Tunisia,Middle - lower,2005,"10,102,000",35040,0.346862008,113,0.00111859,572919,5.671342308
Tunisia,Middle - lower,2010,"10,640,000",43172,0.40575188,112,0.001052632,599051,5.630178571
Tunisia,Middle - lower,2015,"11,274,000",56701,0.502935959,757,0.006714564,752714,6.676547809
Tunisia,Middle - lower,2017,"11,532,000",57663,0.500026015,729,0.00632154,767155,6.652402012
Turkey,Middle - upper,1990,"53,922,000",1163686,2.158091317,30534,0.056626238,2530619,4.693110419
Turkey,Middle - upper,1995,"58,486,000",1216173,2.079425846,12841,0.021955682,2676504,4.576315699
Turkey,Middle - upper,2000,"63,240,000",1280963,2.025558191,3103,0.004906705,2814023,4.449751739
Turkey,Middle - upper,2005,"67,903,000",1319236,1.942824323,2399,0.003532981,2693172,3.966204733
Turkey,Middle - upper,2010,"72,327,000",1367034,1.890074246,10032,0.013870339,2695109,3.726283407
Turkey,Middle - upper,2015,"78,271,000",4131302,5.278202655,2753760,3.518237917,3100282,3.96095872
Turkey,Middle - upper,2017,"80,745,000",4881966,6.046152703,3115317,3.858216608,3418932,4.234233699
Turkmenistan,Middle - upper,1990,"3,684,000",306500,8.319761129,0,0,259991,7.057301846
Turkmenistan,Middle - upper,1995,"4,208,000",273565,6.501069392,23323,0.554253802,243529,5.787286122
Turkmenistan,Middle - upper,2000,"4,516,000",218498,4.838308237,14188,0.314171833,223718,4.953897254
Turkmenistan,Middle - upper,2005,"4,755,000",213051,4.480567823,11963,0.251587802,229241,4.821051525
Turkmenistan,Middle - upper,2010,"5,087,000",197979,3.891861608,62,0.001218793,237009,4.659111461
Turkmenistan,Middle - upper,2015,"5,565,000",196386,3.528948787,36,0.0006469,241393,4.33769991
Turkmenistan,Middle - upper,2017,"5,758,000",195061,3.387651962,26,0.000451546,243202,4.223723515
Turks and Caicos Islands,High,1990,"12,000",5062,42.18333333,0,0,2311,19.25833333
Turks and Caicos Islands,High,1995,"15,000",7039,46.92666667,0,0,1536,10.24
Turks and Caicos Islands,High,2000,"19,000",9015,47.44736842,0,0,759,3.994736842
Turks and Caicos Islands,High,2005,"26,000",13115,50.44230769,0,0,1236,4.753846154
Turks and Caicos Islands,High,2010,"31,000",17216,55.53548387,0,0,1724,5.561290323
Turks and Caicos Islands,High,2015,"34,000",22719,66.82058824,0,0,1843,5.420588235
Turks and Caicos Islands,High,2017,"35,000",24534,70.09714286,0,0,1912,5.462857143
Tuvalu,Middle - upper,1990,"9,000",318,3.533333333,0,0,2350,26.11111111
Tuvalu,Middle - upper,1995,"9,000",263,2.922222222,0,0,2738,30.42222222
Tuvalu,Middle - upper,2000,"9,000",217,2.411111111,0,0,2591,28.78888889
Tuvalu,Middle - upper,2005,"10,000",183,1.83,0,0,2927,29.27
Tuvalu,Middle - upper,2010,"11,000",154,1.4,0,0,3276,29.78181818
Tuvalu,Middle - upper,2015,"11,000",141,1.281818182,0,0,3483,31.66363636
Tuvalu,Middle - upper,2017,"11,000",143,1.3,0,0,3546,32.23636364
Uganda,Low,1990,"17,439,000",558307,3.201485177,145718,0.835586903,311490,1.786168932
Uganda,Low,1995,"20,550,000",634620,3.088175182,229350,1.116058394,469323,2.283810219
Uganda,Low,2000,"24,039,000",634703,2.640305337,236622,0.984325471,552835,2.299742086
Uganda,Low,2005,"28,544,000",652968,2.287584081,257256,0.901261211,557486,1.953075953
Uganda,Low,2010,"33,915,000",529160,1.560253575,135801,0.400415745,702606,2.071667404
Uganda,Low,2015,"40,145,000",1197162,2.982094906,692966,1.726157678,732235,1.823975588
Uganda,Low,2017,"42,863,000",1692120,3.947740475,1162715,2.71263094,739667,1.725653827
Ukraine,Middle - lower,1990,"51,464,000",6892920,13.39367325,0,0,5549477,10.78322128
Ukraine,Middle - lower,1995,"50,906,000",6172338,12.12497152,5193,0.010201155,5606068,11.01258791
Ukraine,Middle - lower,2000,"48,840,000",5527087,11.31672195,2951,0.006042179,5596463,11.45876945
Ukraine,Middle - lower,2005,"46,892,000",5050302,10.77007165,2346,0.005002986,5567494,11.87301459
Ukraine,Middle - lower,2010,"45,793,000",4818767,10.52293364,2522,0.005507392,5458664,11.92030223
Ukraine,Middle - lower,2015,"44,658,000",4915142,11.00618478,9775,0.021888575,5842594,13.08297282
Ukraine,Middle - lower,2017,"44,223,000",4964293,11.22559076,9665,0.021855143,5941653,13.43566244
United Arab Emirates,High,1990,"1,860,000",1306574,70.24591398,433,0.02327957,79540,4.276344086
United Arab Emirates,High,1995,"2,449,000",1824118,74.48419763,407,0.016619028,97968,4.000326664
United Arab Emirates,High,2000,"3,155,000",2446675,77.54912837,562,0.017812995,111116,3.521901743
United Arab Emirates,High,2005,"4,580,000",3281036,71.63834061,104,0.002270742,105041,2.293471616
United Arab Emirates,High,2010,"8,271,000",7316611,88.46102043,538,0.006504655,122872,1.485576109
United Arab Emirates,High,2015,"9,154,000",7995126,87.3402447,1084,0.011841818,135577,1.481068385
United Arab Emirates,High,2017,"9,400,000",8312524,88.43110638,1265,0.013457447,143150,1.52287234
United Kingdom,High,1990,"57,183,000",3650286,6.38351608,43395,0.075887939,3795662,6.637745484
United Kingdom,High,1995,"57,978,000",4155293,7.167016799,90909,0.156799131,3715483,6.408435958
United Kingdom,High,2000,"58,951,000",4730165,8.023892724,186248,0.315936965,3866884,6.559488389
United Kingdom,High,2005,"60,287,000",5926156,9.829906945,303181,0.502896147,4140641,6.86821537
